Sex,Age,Height,Weight,NOC,Games,Sport,Medal
M,24.0,167.0,75.0,SWE,1996 Summer,Diving,No_Medal
M,25.0,179.0,80.0,SWE,2004 Summer,Archery,No_Medal
M,25.0,179.0,80.0,SWE,2004 Summer,Archery,No_Medal
M,24.0,176.0,73.0,SWE,2008 Summer,Swimming,No_Medal
M,24.0,176.0,73.0,SWE,2008 Summer,Swimming,No_Medal
F,23.0,167.0,61.0,SWE,2016 Summer,Football,Silver
M,20.0,155.0,51.0,SWE,1980 Summer,Wrestling,No_Medal
M,24.0,155.0,51.0,SWE,1984 Summer,Wrestling,No_Medal
M,24.0,155.0,51.0,SWE,1984 Summer,Wrestling,No_Medal
M,29.0,200.0,105.0,SWE,2012 Summer,Handball,Silver
M,33.0,200.0,105.0,SWE,2016 Summer,Handball,No_Medal
F,22.0,165.0,56.0,SWE,1988 Winter,Alpine Skiing,No_Medal
F,22.0,165.0,56.0,SWE,1988 Winter,Alpine Skiing,No_Medal
F,26.0,165.0,56.0,SWE,1992 Winter,Alpine Skiing,No_Medal
F,26.0,165.0,56.0,SWE,1992 Winter,Alpine Skiing,No_Medal
F,28.0,165.0,56.0,SWE,1994 Winter,Alpine Skiing,No_Medal
F,28.0,165.0,56.0,SWE,1994 Winter,Alpine Skiing,No_Medal
M,32.0,190.0,80.0,SWE,1988 Summer,Equestrianism,No_Medal
M,32.0,190.0,80.0,SWE,1988 Summer,Equestrianism,No_Medal
M,19.0,182.0,82.0,SWE,1968 Summer,Canoeing,No_Medal
M,23.0,182.0,82.0,SWE,1972 Summer,Canoeing,No_Medal
M,27.0,182.0,82.0,SWE,1976 Summer,Canoeing,No_Medal
M,27.0,182.0,82.0,SWE,1976 Summer,Canoeing,No_Medal
M,27.0,187.0,80.0,FIN,1972 Summer,Rowing,No_Medal
M,22.0,183.0,71.0,SWE,1984 Winter,Biathlon,No_Medal
M,22.0,183.0,71.0,SWE,1984 Winter,Biathlon,No_Medal
M,26.0,183.0,71.0,SWE,1988 Winter,Biathlon,No_Medal
M,26.0,183.0,71.0,SWE,1988 Winter,Biathlon,No_Medal
M,26.0,183.0,71.0,SWE,1988 Winter,Biathlon,No_Medal
M,30.0,183.0,71.0,SWE,1992 Winter,Biathlon,No_Medal
M,30.0,183.0,71.0,SWE,1992 Winter,Biathlon,Bronze
M,32.0,183.0,71.0,SWE,1994 Winter,Biathlon,No_Medal
M,32.0,183.0,71.0,SWE,1994 Winter,Biathlon,No_Medal
M,26.0,175.0,85.0,SWE,1976 Summer,Wrestling,No_Medal
M,30.0,175.0,85.0,SWE,1980 Summer,Wrestling,No_Medal
M,22.0,179.0,69.0,SWE,1936 Summer,Athletics,No_Medal
F,20.0,158.0,58.0,SWE,2002 Winter,Cross Country Skiing,No_Medal
F,20.0,158.0,58.0,SWE,2002 Winter,Cross Country Skiing,No_Medal
F,20.0,158.0,58.0,SWE,2002 Winter,Cross Country Skiing,No_Medal
F,20.0,158.0,58.0,SWE,2002 Winter,Cross Country Skiing,No_Medal
F,24.0,158.0,58.0,SWE,2006 Winter,Cross Country Skiing,No_Medal
F,24.0,158.0,58.0,SWE,2006 Winter,Cross Country Skiing,No_Medal
F,24.0,158.0,58.0,SWE,2006 Winter,Cross Country Skiing,No_Medal
F,24.0,158.0,58.0,SWE,2006 Winter,Cross Country Skiing,Gold
F,22.0,167.0,49.0,SWE,1984 Summer,Archery,No_Medal
F,27.0,167.0,49.0,SWE,1988 Summer,Archery,No_Medal
F,27.0,167.0,49.0,SWE,1988 Summer,Archery,No_Medal
F,14.0,167.0,53.0,SWE,1964 Summer,Swimming,No_Medal
F,18.0,167.0,53.0,SWE,1968 Summer,Swimming,No_Medal
F,18.0,167.0,53.0,SWE,1968 Summer,Swimming,No_Medal
F,18.0,167.0,53.0,SWE,1968 Summer,Swimming,No_Medal
M,26.0,180.0,80.0,SWE,1992 Summer,Handball,Silver
M,30.0,180.0,80.0,SWE,1996 Summer,Handball,Silver
M,34.0,180.0,80.0,SWE,2000 Summer,Handball,Silver
F,23.0,171.0,64.0,SWE,1996 Summer,Football,No_Medal
F,27.0,171.0,64.0,SWE,2000 Summer,Football,No_Medal
F,31.0,171.0,64.0,SWE,2004 Summer,Football,No_Medal
M,23.0,182.0,63.0,SWE,1996 Summer,Cycling,No_Medal
M,35.0,188.0,73.0,SWE,2004 Summer,Sailing,No_Medal
M,34.0,186.0,95.0,SWE,2012 Summer,Handball,Silver
M,38.0,186.0,95.0,SWE,2016 Summer,Handball,No_Medal
M,25.0,189.0,71.0,SWE,1992 Summer,Cycling,No_Medal
M,25.0,189.0,71.0,SWE,1992 Summer,Cycling,No_Medal
M,29.0,189.0,71.0,SWE,1996 Summer,Cycling,No_Medal
M,29.0,189.0,71.0,SWE,1996 Summer,Cycling,No_Medal
M,33.0,189.0,71.0,SWE,2000 Summer,Cycling,No_Medal
M,31.0,181.0,84.0,SWE,1998 Winter,Ice Hockey,No_Medal
M,29.0,182.0,76.0,SWE,1988 Summer,Football,No_Medal
M,28.0,187.0,88.0,SWE,1988 Winter,Ice Hockey,Bronze
M,25.0,176.0,62.0,SWE,1968 Summer,Athletics,No_Medal
M,25.0,176.0,62.0,SWE,1968 Summer,Athletics,No_Medal
M,20.0,185.0,85.0,SWE,1992 Summer,Football,No_Medal
M,21.0,186.0,85.0,SWE,1992 Summer,Rowing,No_Medal
M,25.0,180.0,71.0,SWE,1980 Winter,Biathlon,No_Medal
M,25.0,180.0,71.0,SWE,1980 Winter,Biathlon,No_Medal
M,22.0,189.0,82.0,SWE,1980 Summer,Water Polo,No_Medal
F,28.0,165.0,57.0,SWE,2000 Summer,Judo,No_Medal
M,26.0,183.0,83.0,SWE,1992 Winter,Ice Hockey,No_Medal
M,22.0,185.0,71.0,SWE,1980 Summer,Basketball,No_Medal
M,25.0,190.0,92.0,SWE,1988 Winter,Ice Hockey,Bronze
M,29.0,190.0,92.0,SWE,1992 Winter,Ice Hockey,No_Medal
M,29.0,188.0,95.0,AUS,1992 Summer,Canoeing,Bronze
M,33.0,188.0,95.0,AUS,1996 Summer,Canoeing,No_Medal
M,31.0,183.0,85.0,SWE,1976 Summer,Sailing,No_Medal
M,22.0,191.0,83.0,SWE,1992 Summer,Handball,Silver
M,26.0,191.0,83.0,SWE,1996 Summer,Handball,Silver
M,27.0,179.0,88.0,SWE,1972 Summer,Wrestling,No_Medal
M,27.0,179.0,88.0,SWE,1972 Summer,Wrestling,No_Medal
M,41.0,170.0,75.0,SWE,1960 Summer,Shooting,No_Medal
M,30.0,173.0,77.0,SWE,1980 Winter,Ice Hockey,Bronze
M,24.0,193.0,90.0,SWE,1988 Summer,Football,No_Medal
M,26.0,183.0,70.0,SWE,1968 Summer,Diving,No_Medal
M,26.0,183.0,70.0,SWE,1968 Summer,Diving,No_Medal
M,29.0,183.0,97.0,IND,1964 Summer,Wrestling,No_Medal
M,29.0,183.0,97.0,IND,1964 Summer,Wrestling,No_Medal
M,20.0,172.0,85.0,COL,2004 Summer,Weightlifting,No_Medal
M,24.0,172.0,85.0,COL,2008 Summer,Weightlifting,No_Medal
F,19.0,168.0,53.0,GDR,1980 Winter,Cross Country Skiing,No_Medal
F,19.0,168.0,53.0,GDR,1980 Winter,Cross Country Skiing,Gold
F,23.0,168.0,53.0,GDR,1984 Winter,Cross Country Skiing,No_Medal
F,23.0,168.0,53.0,GDR,1984 Winter,Cross Country Skiing,No_Medal
F,23.0,168.0,53.0,GDR,1984 Winter,Cross Country Skiing,No_Medal
F,23.0,168.0,53.0,GDR,1984 Winter,Cross Country Skiing,No_Medal
M,19.0,183.0,60.0,PUR,1976 Summer,Boxing,No_Medal
M,24.0,194.0,125.0,URS,1976 Summer,Wrestling,Gold
M,28.0,194.0,125.0,URS,1980 Summer,Wrestling,Gold
M,21.0,187.0,89.0,FRA,1996 Summer,Athletics,No_Medal
M,23.0,201.0,85.0,DEN,2008 Summer,Swimming,No_Medal
M,23.0,201.0,85.0,DEN,2008 Summer,Swimming,No_Medal
M,23.0,201.0,85.0,DEN,2008 Summer,Swimming,No_Medal
F,26.0,163.0,60.0,SWE,2000 Summer,Equestrianism,No_Medal
M,31.0,170.0,60.0,JPN,1998 Winter,Freestyle Skiing,No_Medal
M,22.0,154.0,59.0,JPN,1972 Summer,Weightlifting,No_Medal
M,26.0,154.0,59.0,JPN,1976 Summer,Weightlifting,Bronze
F,22.0,164.0,57.0,JPN,2004 Summer,Football,No_Medal
F,26.0,164.0,57.0,JPN,2008 Summer,Football,No_Medal
F,30.0,164.0,57.0,JPN,2012 Summer,Football,Silver
M,24.0,188.0,105.0,JPN,1984 Summer,Wrestling,No_Medal
F,18.0,162.0,50.0,JPN,2006 Winter,Figure Skating,No_Medal
F,22.0,162.0,50.0,JPN,2010 Winter,Figure Skating,No_Medal
F,23.0,155.0,58.0,JPN,2016 Summer,Weightlifting,No_Medal
F,25.0,163.0,60.0,JPN,1996 Summer,Softball,No_Medal
F,29.0,163.0,60.0,JPN,2000 Summer,Softball,Silver
M,23.0,178.0,74.0,JPN,2000 Summer,Canoeing,No_Medal
M,22.0,175.0,68.0,JPN,1992 Summer,Cycling,No_Medal
M,26.0,183.0,89.0,JPN,2004 Summer,Baseball,Bronze
M,34.0,165.0,75.0,ESP,1948 Summer,Shooting,No_Medal
M,46.0,165.0,75.0,ESP,1960 Summer,Shooting,No_Medal
F,25.0,173.0,110.0,ITA,2004 Summer,Judo,No_Medal
M,25.0,190.0,95.0,BUL,1980 Summer,Athletics,No_Medal
F,28.0,177.0,60.0,BUL,1988 Summer,Athletics,No_Medal
F,32.0,177.0,60.0,BUL,1992 Summer,Athletics,No_Medal
F,23.0,169.0,57.0,BUL,1980 Summer,Athletics,No_Medal
F,23.0,169.0,57.0,BUL,1980 Summer,Athletics,No_Medal
F,20.0,172.0,58.0,FRA,2008 Summer,Swimming,No_Medal
M,17.0,183.0,79.0,FRA,1976 Summer,Swimming,No_Medal
M,25.0,183.0,79.0,FRA,1984 Summer,Swimming,No_Medal
M,31.0,170.0,72.0,BRA,1988 Summer,Football,Silver
M,22.0,178.0,70.0,POR,1996 Summer,Football,No_Medal
M,22.0,173.0,60.0,SEN,1972 Summer,Athletics,No_Medal
M,22.0,173.0,60.0,SEN,1972 Summer,Athletics,No_Medal
M,20.0,183.0,69.0,USA,2008 Summer,Boxing,No_Medal
M,19.0,189.0,76.0,VEN,2016 Summer,Equestrianism,No_Medal
M,19.0,175.0,61.0,COL,1960 Summer,Diving,No_Medal
M,28.0,172.0,83.0,POR,2008 Summer,Sailing,No_Medal
M,31.0,172.0,83.0,POR,2012 Summer,Sailing,No_Medal
M,34.0,180.0,73.0,CPV,1996 Summer,Athletics,No_Medal
M,27.0,168.0,55.0,MEX,1988 Summer,Athletics,No_Medal
F,24.0,188.0,72.0,VEN,2008 Summer,Volleyball,No_Medal
M,24.0,183.0,77.0,CPV,2016 Summer,Athletics,No_Medal
M,22.0,179.0,77.0,URU,1924 Summer,Football,Gold
M,26.0,179.0,77.0,URU,1928 Summer,Football,Gold
F,20.0,172.0,62.0,COL,2012 Summer,Football,No_Medal
F,24.0,172.0,62.0,COL,2016 Summer,Football,No_Medal
F,23.0,169.0,49.0,CPV,2016 Summer,Taekwondo,No_Medal
F,21.0,162.0,48.0,ESP,1994 Winter,Figure Skating,No_Medal
F,25.0,162.0,48.0,ESP,1998 Winter,Figure Skating,No_Medal
M,30.0,168.0,58.0,BRA,2016 Summer,Trampolining,No_Medal
F,17.0,151.0,46.0,BRA,2016 Summer,Gymnastics,No_Medal
F,17.0,151.0,46.0,BRA,2016 Summer,Gymnastics,No_Medal
F,17.0,151.0,46.0,BRA,2016 Summer,Gymnastics,No_Medal
F,17.0,151.0,46.0,BRA,2016 Summer,Gymnastics,No_Medal
F,17.0,151.0,46.0,BRA,2016 Summer,Gymnastics,No_Medal
M,26.0,181.0,81.0,BRA,1996 Summer,Boxing,No_Medal
F,25.0,157.0,55.0,VEN,2008 Summer,Wrestling,No_Medal
F,29.0,157.0,55.0,VEN,2012 Summer,Wrestling,No_Medal
M,27.0,200.0,97.0,GER,2008 Summer,Volleyball,No_Medal
M,31.0,200.0,97.0,GER,2012 Summer,Volleyball,No_Medal
M,27.0,180.0,80.0,LIB,1972 Summer,Shooting,No_Medal
F,27.0,173.0,70.0,FRA,2016 Summer,Athletics,No_Medal
M,21.0,183.0,79.0,BRA,1996 Summer,Football,Bronze
M,20.0,202.0,90.0,BRA,1980 Summer,Basketball,No_Medal
M,25.0,178.0,68.0,USA,1956 Summer,Modern Pentathlon,No_Medal
M,25.0,178.0,68.0,USA,1956 Summer,Modern Pentathlon,Silver
M,18.0,178.0,70.0,MRI,1984 Summer,Athletics,No_Medal
M,18.0,178.0,70.0,MRI,1984 Summer,Athletics,No_Medal
M,18.0,178.0,70.0,MRI,1984 Summer,Athletics,No_Medal
M,18.0,188.0,85.0,FRA,1908 Summer,Athletics,Silver
M,18.0,188.0,85.0,FRA,1908 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,22.0,188.0,85.0,FRA,1912 Summer,Athletics,No_Medal
M,30.0,188.0,85.0,FRA,1920 Summer,Athletics,No_Medal
M,30.0,188.0,85.0,FRA,1920 Summer,Athletics,No_Medal
M,30.0,188.0,85.0,FRA,1920 Summer,Athletics,Bronze
M,34.0,188.0,85.0,FRA,1924 Summer,Athletics,No_Medal
F,25.0,168.0,62.0,FRA,1972 Summer,Athletics,No_Medal
M,24.0,181.0,82.0,POR,2000 Summer,Athletics,No_Medal
M,49.0,176.0,87.0,CRC,1968 Summer,Shooting,No_Medal
M,31.0,191.0,103.0,FRA,2002 Winter,Bobsleigh,No_Medal
M,26.0,172.0,72.0,BRA,2012 Summer,Athletics,No_Medal
M,26.0,172.0,72.0,BRA,2012 Summer,Athletics,No_Medal
M,20.0,163.0,52.0,BRA,2016 Summer,Athletics,No_Medal
M,24.0,180.0,82.0,BRA,1984 Summer,Football,Silver
M,26.0,178.0,70.0,GRE,1968 Winter,Cross Country Skiing,No_Medal
M,26.0,178.0,70.0,GRE,1968 Winter,Cross Country Skiing,No_Medal
M,27.0,180.0,94.0,GRE,1968 Summer,Sailing,No_Medal
M,34.0,180.0,94.0,GRE,1976 Summer,Sailing,No_Medal
F,28.0,181.0,72.0,GBR,1988 Summer,Rowing,No_Medal
M,18.0,163.0,61.0,USA,1964 Summer,Diving,Bronze
F,20.0,177.0,60.0,NOR,1994 Winter,Biathlon,No_Medal
F,24.0,177.0,60.0,NOR,1998 Winter,Biathlon,No_Medal
F,24.0,177.0,60.0,NOR,1998 Winter,Biathlon,No_Medal
F,24.0,177.0,60.0,NOR,1998 Winter,Biathlon,Bronze
F,28.0,177.0,60.0,NOR,2002 Winter,Biathlon,No_Medal
F,28.0,177.0,60.0,NOR,2002 Winter,Biathlon,No_Medal
F,28.0,177.0,60.0,NOR,2002 Winter,Biathlon,No_Medal
F,28.0,177.0,60.0,NOR,2002 Winter,Biathlon,Silver
F,32.0,177.0,60.0,NOR,2006 Winter,Biathlon,No_Medal
F,32.0,177.0,60.0,NOR,2006 Winter,Biathlon,No_Medal
M,22.0,190.0,90.0,NOR,1988 Summer,Rowing,No_Medal
M,23.0,190.0,88.0,NOR,1972 Summer,Rowing,No_Medal
M,27.0,190.0,88.0,NOR,1976 Summer,Rowing,Silver
M,18.0,177.0,68.0,DEN,2016 Summer,Cycling,No_Medal
M,30.0,186.0,94.0,ITA,1992 Winter,Bobsleigh,No_Medal
M,23.0,186.0,80.0,BUL,1980 Summer,Water Polo,No_Medal
M,28.0,188.0,90.0,BUL,1988 Summer,Rowing,No_Medal
M,25.0,191.0,118.0,ITA,1984 Summer,Athletics,Gold
M,29.0,191.0,118.0,ITA,1988 Summer,Athletics,No_Medal
M,33.0,191.0,118.0,ITA,1992 Summer,Athletics,No_Medal
M,24.0,194.0,105.0,ROU,2010 Winter,Bobsleigh,No_Medal
M,23.0,178.0,76.0,ROU,1964 Summer,Football,No_Medal
M,24.0,170.0,68.0,ROU,1964 Winter,Ice Hockey,No_Medal
M,24.0,190.0,101.0,ROU,1980 Summer,Wrestling,Bronze
M,29.0,190.0,101.0,ROU,1984 Summer,Wrestling,Gold
M,29.0,190.0,101.0,ROU,1984 Summer,Wrestling,No_Medal
M,33.0,190.0,101.0,ROU,1988 Summer,Wrestling,No_Medal
F,22.0,175.0,65.0,BRA,2000 Summer,Football,No_Medal
F,26.0,175.0,65.0,BRA,2004 Summer,Football,Silver
F,30.0,175.0,65.0,BRA,2008 Summer,Football,Silver
F,34.0,175.0,65.0,BRA,2012 Summer,Football,No_Medal
M,28.0,167.0,54.0,URS,1972 Summer,Athletics,No_Medal
F,17.0,168.0,55.0,ROU,1968 Summer,Swimming,No_Medal
F,17.0,168.0,55.0,ROU,1968 Summer,Swimming,No_Medal
F,20.0,174.0,77.0,POL,2016 Summer,Athletics,No_Medal
M,25.0,177.0,68.0,LAT,2006 Winter,Cross Country Skiing,No_Medal
M,25.0,177.0,68.0,LAT,2006 Winter,Cross Country Skiing,No_Medal
M,25.0,177.0,68.0,LAT,2006 Winter,Cross Country Skiing,No_Medal
M,31.0,191.0,84.0,ESP,2004 Summer,Water Polo,No_Medal
M,35.0,191.0,84.0,ESP,2008 Summer,Water Polo,No_Medal
M,23.0,173.0,73.0,ITA,1964 Summer,Cycling,No_Medal
M,23.0,173.0,73.0,ITA,1964 Summer,Cycling,Silver
M,37.0,171.0,75.0,ITA,1984 Summer,Shooting,No_Medal
M,21.0,175.0,64.0,CYP,1996 Summer,Shooting,No_Medal
M,25.0,175.0,64.0,CYP,2000 Summer,Shooting,No_Medal
M,37.0,175.0,64.0,CYP,2012 Summer,Shooting,No_Medal
M,26.0,189.0,76.0,CYP,2000 Summer,Athletics,No_Medal
F,16.0,162.0,55.0,CYP,2012 Summer,Shooting,No_Medal
F,26.0,165.0,52.0,ESP,1992 Summer,Athletics,No_Medal
M,26.0,180.0,86.0,ESP,2000 Summer,Athletics,No_Medal
M,33.0,180.0,76.0,GER,1992 Summer,Basketball,No_Medal
M,25.0,179.0,74.0,SUI,1998 Winter,Curling,Gold
M,24.0,191.0,76.0,NOR,1998 Winter,Biathlon,Silver
M,24.0,191.0,76.0,NOR,1998 Winter,Biathlon,No_Medal
M,28.0,191.0,76.0,NOR,2002 Winter,Biathlon,No_Medal
M,28.0,191.0,76.0,NOR,2002 Winter,Biathlon,No_Medal
M,28.0,191.0,76.0,NOR,2002 Winter,Biathlon,No_Medal
M,28.0,191.0,76.0,NOR,2002 Winter,Biathlon,Gold
M,32.0,191.0,76.0,NOR,2006 Winter,Biathlon,Bronze
M,32.0,191.0,76.0,NOR,2006 Winter,Biathlon,No_Medal
M,32.0,191.0,76.0,NOR,2006 Winter,Biathlon,No_Medal
M,32.0,191.0,76.0,NOR,2006 Winter,Biathlon,No_Medal
M,32.0,191.0,76.0,NOR,2006 Winter,Biathlon,No_Medal
M,27.0,178.0,76.0,NOR,2006 Winter,Cross Country Skiing,No_Medal
M,27.0,178.0,76.0,NOR,2006 Winter,Cross Country Skiing,No_Medal
M,20.0,172.0,84.0,NOR,1980 Winter,Ice Hockey,No_Medal
M,22.0,189.0,79.0,DEN,1972 Summer,Football,No_Medal
M,23.0,180.0,75.0,NOR,1968 Summer,Cycling,No_Medal
M,23.0,180.0,75.0,NOR,1968 Summer,Cycling,No_Medal
M,27.0,180.0,75.0,NOR,1972 Summer,Cycling,No_Medal
M,27.0,180.0,75.0,NOR,1972 Summer,Cycling,No_Medal
M,31.0,180.0,75.0,NOR,1976 Summer,Cycling,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
F,16.0,158.0,54.0,NOR,1972 Summer,Gymnastics,No_Medal
M,24.0,183.0,80.0,NOR,1968 Summer,Cycling,No_Medal
M,24.0,183.0,80.0,NOR,1968 Summer,Cycling,No_Medal
F,21.0,160.0,60.0,BRA,2016 Summer,Football,No_Medal
F,23.0,168.0,56.0,BRA,2016 Summer,Football,No_Medal
M,25.0,177.0,75.0,NOR,1972 Winter,Ice Hockey,No_Medal
M,23.0,182.0,84.0,ISL,2004 Summer,Handball,No_Medal
M,25.0,185.0,87.0,ESP,1972 Summer,Handball,No_Medal
M,20.0,210.0,102.0,ESP,1988 Summer,Basketball,No_Medal
M,24.0,210.0,102.0,ESP,1992 Summer,Basketball,No_Medal
M,21.0,188.0,77.0,USA,1988 Summer,Cycling,No_Medal
M,29.0,188.0,77.0,USA,1996 Summer,Cycling,No_Medal
F,33.0,185.0,77.0,ESP,2004 Summer,Handball,No_Medal
M,45.0,178.0,84.0,ISV,1976 Summer,Sailing,No_Medal
M,23.0,165.0,70.0,GBR,1964 Winter,Cross Country Skiing,No_Medal
M,27.0,165.0,70.0,GBR,1968 Winter,Biathlon,No_Medal
M,27.0,165.0,70.0,GBR,1968 Winter,Biathlon,No_Medal
F,16.0,162.0,54.0,AUS,1960 Summer,Swimming,Bronze
F,16.0,162.0,54.0,AUS,1960 Summer,Swimming,Silver
M,30.0,188.0,74.0,AUS,1972 Summer,Hockey,No_Medal
M,26.0,185.0,78.0,GBR,1988 Summer,Table Tennis,No_Medal
M,18.0,170.0,59.0,CAN,1998 Winter,Snowboarding,No_Medal
M,22.0,170.0,59.0,CAN,2002 Winter,Snowboarding,No_Medal
F,24.0,180.0,73.0,CAN,1996 Summer,Sailing,No_Medal
M,22.0,196.0,122.0,AUS,2012 Summer,Judo,No_Medal
M,25.0,180.0,80.0,CAN,1972 Summer,Sailing,No_Medal
F,23.0,168.0,52.0,GBR,2016 Summer,Athletics,No_Medal
M,25.0,176.0,76.0,NZL,1992 Summer,Cycling,No_Medal
M,25.0,176.0,76.0,NZL,1992 Summer,Cycling,No_Medal
M,23.0,185.0,75.0,CAN,1988 Summer,Swimming,No_Medal
M,23.0,185.0,75.0,CAN,1988 Summer,Swimming,No_Medal
M,25.0,178.0,66.0,USA,2016 Summer,Athletics,No_Medal
M,24.0,175.0,85.0,GBR,2014 Winter,Curling,Silver
F,31.0,165.0,58.0,CAN,1984 Summer,Hockey,No_Medal
F,24.0,168.0,59.0,AUS,1996 Summer,Hockey,Gold
F,21.0,173.0,62.0,AUS,1992 Summer,Athletics,No_Medal
F,29.0,173.0,62.0,AUS,2000 Summer,Athletics,No_Medal
F,29.0,173.0,62.0,AUS,2000 Summer,Athletics,No_Medal
F,21.0,167.0,62.0,USA,1984 Summer,Swimming,Gold
F,21.0,167.0,62.0,USA,1984 Summer,Swimming,Gold
F,30.0,171.0,63.0,IRL,2012 Summer,Athletics,No_Medal
M,28.0,174.0,63.0,RUS,2004 Summer,Athletics,No_Medal
M,32.0,174.0,63.0,RUS,2008 Summer,Athletics,No_Medal
M,36.0,174.0,63.0,RUS,2012 Summer,Athletics,No_Medal
M,21.0,182.0,80.0,RUS,2004 Summer,Tennis,No_Medal
M,21.0,182.0,80.0,RUS,2004 Summer,Tennis,No_Medal
M,25.0,182.0,80.0,RUS,2008 Summer,Tennis,No_Medal
M,25.0,182.0,80.0,RUS,2008 Summer,Tennis,No_Medal
M,24.0,198.0,93.0,UZB,2008 Summer,Athletics,No_Medal
M,32.0,198.0,93.0,UZB,2016 Summer,Athletics,No_Medal
M,25.0,196.0,94.0,UZB,2004 Summer,Athletics,No_Medal
M,29.0,196.0,94.0,UZB,2008 Summer,Athletics,No_Medal
M,24.0,173.0,70.0,URS,1980 Summer,Football,Bronze
M,22.0,183.0,82.0,EUN,1992 Winter,Alpine Skiing,No_Medal
M,22.0,183.0,82.0,EUN,1992 Winter,Alpine Skiing,No_Medal
M,22.0,183.0,82.0,EUN,1992 Winter,Alpine Skiing,No_Medal
M,23.0,215.0,90.0,URS,1968 Summer,Basketball,Bronze
M,17.0,183.0,77.0,URS,1976 Winter,Alpine Skiing,No_Medal
M,17.0,183.0,77.0,URS,1976 Winter,Alpine Skiing,No_Medal
M,17.0,183.0,77.0,URS,1976 Winter,Alpine Skiing,No_Medal
M,22.0,183.0,77.0,URS,1980 Winter,Alpine Skiing,No_Medal
M,22.0,183.0,77.0,URS,1980 Winter,Alpine Skiing,No_Medal
M,25.0,183.0,77.0,URS,1984 Winter,Alpine Skiing,No_Medal
M,25.0,183.0,77.0,URS,1984 Winter,Alpine Skiing,No_Medal
M,25.0,170.0,58.0,EUN,1992 Summer,Athletics,No_Medal
M,34.0,170.0,58.0,RUS,2000 Summer,Athletics,Bronze
M,37.0,170.0,58.0,RUS,2004 Summer,Athletics,No_Medal
F,18.0,178.0,64.0,RUS,2016 Summer,Swimming,No_Medal
F,20.0,167.0,64.0,RUS,2008 Summer,Cycling,No_Medal
F,20.0,190.0,74.0,RUS,2012 Summer,Swimming,No_Medal
F,24.0,190.0,74.0,RUS,2016 Summer,Swimming,No_Medal
F,24.0,190.0,74.0,RUS,2016 Summer,Swimming,No_Medal
F,24.0,190.0,74.0,RUS,2016 Summer,Swimming,No_Medal
F,18.0,174.0,64.0,RUS,2012 Summer,Swimming,No_Medal
F,21.0,169.0,65.0,URS,1980 Winter,Alpine Skiing,No_Medal
F,21.0,169.0,65.0,URS,1980 Winter,Alpine Skiing,No_Medal
F,25.0,169.0,65.0,URS,1984 Winter,Alpine Skiing,No_Medal
F,25.0,169.0,65.0,URS,1984 Winter,Alpine Skiing,No_Medal
M,21.0,166.0,54.0,BUL,1976 Summer,Boxing,No_Medal
M,25.0,166.0,54.0,BUL,1980 Summer,Boxing,No_Medal
F,21.0,180.0,85.0,URS,1980 Summer,Volleyball,Gold
M,30.0,176.0,69.0,MAD,1972 Summer,Judo,No_Medal
F,13.0,140.0,52.5,MAD,2004 Summer,Swimming,No_Medal
F,17.0,140.0,52.5,MAD,2008 Summer,Swimming,No_Medal
M,29.0,186.0,79.0,FRA,1992 Summer,Volleyball,No_Medal
M,24.0,176.0,71.0,MAD,1972 Summer,Athletics,No_Medal
M,27.0,175.0,105.0,MAD,1972 Summer,Judo,No_Medal
M,34.0,172.0,54.0,ITA,2008 Summer,Athletics,No_Medal
M,14.0,165.0,61.0,MAD,1980 Summer,Swimming,No_Medal
M,14.0,165.0,61.0,MAD,1980 Summer,Swimming,No_Medal
M,14.0,165.0,61.0,MAD,1980 Summer,Swimming,No_Medal
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,No_Medal
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,Silver
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,Gold
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,Bronze
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,No_Medal
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,No_Medal
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,No_Medal
M,19.0,166.0,60.0,URS,1972 Summer,Gymnastics,No_Medal
M,23.0,166.0,60.0,URS,1976 Summer,Gymnastics,Gold
M,23.0,166.0,60.0,URS,1976 Summer,Gymnastics,Silver
M,23.0,166.0,60.0,URS,1976 Summer,Gymnastics,Gold
M,23.0,166.0,60.0,URS,1976 Summer,Gymnastics,Gold
M,23.0,166.0,60.0,URS,1976 Summer,Gymnastics,Silver
