Sex,Age,Height,Weight,NOC,Games,Sport,Medal
F,29.0,158.0,45.0,ITA,1998 Winter,Cross Country Skiing,Silver
F,29.0,158.0,45.0,ITA,1998 Winter,Cross Country Skiing,Bronze
F,33.0,158.0,45.0,ITA,2002 Winter,Cross Country Skiing,Bronze
F,33.0,158.0,45.0,ITA,2002 Winter,Cross Country Skiing,Gold
F,33.0,158.0,45.0,ITA,2002 Winter,Cross Country Skiing,Silver
F,21.0,170.0,59.0,ESP,2012 Summer,Swimming,Silver
F,21.0,170.0,59.0,ESP,2012 Summer,Swimming,Silver
F,25.0,170.0,59.0,ESP,2016 Summer,Swimming,Gold
F,25.0,170.0,59.0,ESP,2016 Summer,Swimming,Bronze
M,23.0,155.0,52.0,URS,1980 Summer,Wrestling,Gold
M,23.0,165.0,57.0,URS,1980 Summer,Wrestling,Gold
M,32.0,165.0,57.0,URS,1988 Summer,Wrestling,Gold
M,26.0,187.0,90.0,AUS,2016 Summer,Rowing,Silver
F,15.0,171.0,60.0,USA,1972 Summer,Swimming,Gold
F,15.0,171.0,60.0,USA,1972 Summer,Swimming,Gold
F,15.0,171.0,60.0,USA,1972 Summer,Swimming,Gold
M,21.0,173.0,78.0,URS,1968 Winter,Ski Jumping,Gold
M,21.0,183.0,86.0,URS,1984 Winter,Luge,Silver
F,28.0,160.0,46.0,URS,1964 Winter,Figure Skating,Gold
F,32.0,160.0,46.0,URS,1968 Winter,Figure Skating,Gold
M,20.0,200.0,100.0,URS,1972 Summer,Basketball,Gold
M,24.0,200.0,100.0,URS,1976 Summer,Basketball,Bronze
M,24.0,190.0,82.0,URS,1968 Summer,Basketball,Bronze
M,28.0,190.0,82.0,URS,1972 Summer,Basketball,Gold
M,32.0,190.0,82.0,URS,1976 Summer,Basketball,Bronze
M,36.0,190.0,82.0,URS,1980 Summer,Basketball,Bronze
M,22.0,195.0,92.0,URS,1980 Summer,Handball,Silver
F,19.0,175.0,52.0,RUS,2000 Summer,Rhythmic Gymnastics,Gold
F,24.0,175.0,62.0,EUN,1992 Summer,Athletics,Silver
F,26.0,172.0,58.0,EUN,1992 Winter,Biathlon,Bronze
F,26.0,172.0,58.0,EUN,1992 Winter,Biathlon,Bronze
F,22.0,169.0,60.0,RUS,2016 Summer,Water Polo,Bronze
M,34.0,183.0,82.0,GDR,1976 Summer,Sailing,Bronze
F,28.0,182.0,104.0,CUB,2000 Summer,Judo,Silver
F,31.0,182.0,104.0,CUB,2004 Summer,Judo,Silver
F,20.0,175.0,53.0,RUS,2004 Summer,Rhythmic Gymnastics,Gold
M,22.0,178.0,74.0,URS,1984 Winter,Luge,Silver
M,27.0,172.0,69.0,URS,1980 Summer,Hockey,Bronze
F,23.0,173.0,60.0,RUS,2016 Summer,Boxing,Bronze
M,24.0,165.0,55.0,RUS,2016 Summer,Gymnastics,Silver
M,24.0,165.0,55.0,RUS,2016 Summer,Gymnastics,Bronze
M,21.0,188.0,91.0,URS,1976 Winter,Cross Country Skiing,Silver
M,21.0,188.0,91.0,URS,1976 Winter,Cross Country Skiing,Bronze
M,25.0,188.0,91.0,URS,1980 Winter,Cross Country Skiing,Gold
M,31.0,180.0,65.0,MAR,1960 Summer,Athletics,Silver
M,26.0,170.0,66.0,FRA,2000 Summer,Judo,Silver
M,21.0,181.0,82.0,TCH,1984 Winter,Ice Hockey,Silver
M,24.0,172.0,70.0,TCH,1988 Winter,Cross Country Skiing,Bronze
M,20.0,201.0,97.0,ITA,1996 Summer,Water Polo,Bronze
M,27.0,184.0,80.0,GER,2016 Summer,Football,Silver
M,27.0,185.0,80.0,GER,2016 Summer,Football,Silver
M,21.0,169.0,54.0,POL,1960 Summer,Boxing,Bronze
M,25.0,178.0,91.0,FRG,1968 Summer,Athletics,Bronze
M,19.0,170.0,70.0,HUN,1964 Summer,Football,Gold
M,27.0,159.0,60.0,HUN,1972 Summer,Weightlifting,Bronze
M,28.0,190.0,96.0,HUN,2000 Summer,Water Polo,Gold
M,32.0,190.0,96.0,HUN,2004 Summer,Water Polo,Gold
M,36.0,190.0,96.0,HUN,2008 Summer,Water Polo,Gold
M,36.0,173.0,80.0,ITA,1996 Summer,Shooting,Bronze
M,44.0,173.0,80.0,ITA,2004 Summer,Shooting,Gold
M,29.0,181.0,81.0,TCH,1972 Summer,Handball,Silver
F,23.0,155.0,48.0,CAN,2012 Summer,Diving,Bronze
F,27.0,155.0,48.0,CAN,2016 Summer,Diving,Bronze
F,27.0,155.0,48.0,CAN,2016 Summer,Diving,Bronze
F,23.0,170.0,61.0,SWE,1988 Summer,Sailing,Silver
M,22.0,184.0,78.0,SWE,1984 Summer,Canoeing,Silver
M,22.0,184.0,78.0,SWE,1984 Summer,Canoeing,Silver
M,42.0,171.0,67.0,SWE,2004 Summer,Equestrianism,Silver
M,46.0,171.0,67.0,SWE,2008 Summer,Equestrianism,Silver
F,26.0,166.0,47.0,MAR,2004 Summer,Athletics,Silver
F,30.0,166.0,47.0,MAR,2008 Summer,Athletics,Bronze
M,26.0,174.0,70.0,POL,1976 Summer,Football,Silver
M,26.0,186.0,90.0,ALG,2008 Summer,Judo,Silver
M,23.0,190.0,80.0,PAR,2004 Summer,Football,Silver
M,28.0,175.0,59.0,USA,1984 Summer,Sailing,Silver
F,23.0,185.0,74.0,USA,2000 Summer,Swimming,Gold
F,27.0,185.0,74.0,USA,2004 Summer,Swimming,Silver
F,27.0,185.0,74.0,USA,2004 Summer,Swimming,Gold
F,27.0,165.0,68.0,CAN,2016 Summer,Rugby Sevens,Bronze
M,24.0,189.0,94.0,CAN,2014 Winter,Ice Hockey,Gold
M,27.0,208.0,104.0,NED,1992 Summer,Volleyball,Silver
M,34.0,178.0,100.0,USA,1952 Summer,Shooting,Gold
M,30.0,185.0,79.0,FRA,2012 Summer,Tennis,Bronze
M,25.0,183.0,77.0,USA,1920 Summer,Athletics,Bronze
M,17.0,183.0,78.0,USA,1960 Summer,Swimming,Bronze
M,17.0,183.0,78.0,USA,1960 Summer,Swimming,Gold
M,21.0,183.0,78.0,USA,1964 Summer,Swimming,Bronze
M,21.0,183.0,78.0,USA,1964 Summer,Swimming,Gold
M,28.0,188.0,98.0,USA,1948 Summer,Athletics,Bronze
F,16.0,165.0,57.0,USA,1996 Summer,Swimming,Gold
F,20.0,165.0,57.0,USA,2000 Summer,Swimming,Gold
F,20.0,165.0,57.0,USA,2000 Summer,Swimming,Gold
M,26.0,172.0,68.0,USA,1956 Summer,Athletics,Silver
F,27.0,179.0,75.0,GBR,2016 Summer,Rowing,Silver
M,23.0,183.0,89.0,GBR,2016 Summer,Rugby Sevens,Silver
M,31.0,179.0,70.0,AUS,1976 Summer,Equestrianism,Bronze
M,23.0,183.0,71.0,GBR,1972 Summer,Cycling,Bronze
M,27.0,183.0,71.0,GBR,1976 Summer,Cycling,Bronze
M,27.0,207.0,100.0,GBR,2016 Summer,Rowing,Gold
M,22.0,170.0,64.0,GBR,1984 Summer,Athletics,Silver
M,32.0,180.0,68.0,NZL,1988 Summer,Equestrianism,Bronze
F,21.0,164.0,64.0,NED,1984 Summer,Hockey,Gold
F,26.0,164.0,64.0,NED,1988 Summer,Hockey,Bronze
M,27.0,170.0,66.0,NED,1988 Summer,Hockey,Bronze
F,27.0,157.0,46.0,USA,1984 Summer,Athletics,Gold
M,26.0,180.0,81.0,CAN,1960 Winter,Ice Hockey,Silver
M,25.0,167.0,61.0,CAN,1920 Summer,Ice Hockey,Gold
M,21.0,193.0,85.0,USA,1996 Summer,Baseball,Bronze
M,19.0,170.0,67.0,CUB,1996 Summer,Swimming,Bronze
M,16.0,150.0,50.0,FRG,1972 Summer,Rowing,Gold
M,34.0,180.0,75.0,USA,1964 Summer,Sailing,Bronze
M,42.0,180.0,75.0,USA,1972 Summer,Sailing,Gold
M,20.0,196.0,84.0,USA,2016 Summer,Swimming,Gold
M,28.0,196.0,83.0,SVK,2016 Summer,Canoeing,Silver
M,22.0,178.0,67.0,ITA,1960 Summer,Boxing,Gold
F,21.0,172.0,63.0,SUI,2014 Winter,Ice Hockey,Bronze
F,21.0,163.0,55.0,SUI,2014 Winter,Ice Hockey,Bronze
M,31.0,180.0,81.0,SUI,1976 Winter,Bobsleigh,Bronze
M,31.0,180.0,81.0,SUI,1976 Winter,Bobsleigh,Silver
M,35.0,180.0,81.0,SUI,1980 Winter,Bobsleigh,Gold
M,35.0,180.0,81.0,SUI,1980 Winter,Bobsleigh,Silver
M,28.0,188.0,86.0,CZE,1998 Winter,Ice Hockey,Gold
M,23.0,185.0,79.0,ROU,1984 Summer,Handball,Bronze
F,23.0,182.0,73.0,BUL,1988 Summer,Rowing,Silver
M,22.0,150.0,51.0,ROU,1972 Summer,Wrestling,Gold
M,26.0,150.0,51.0,ROU,1976 Summer,Wrestling,Silver
M,27.0,175.0,76.0,TUR,2000 Summer,Wrestling,Bronze
M,26.0,186.0,96.0,URS,1988 Summer,Water Polo,Bronze
M,20.0,188.0,93.0,USA,2008 Summer,Swimming,Gold
M,24.0,188.0,93.0,USA,2012 Summer,Swimming,Silver
M,24.0,188.0,93.0,USA,2012 Summer,Swimming,Gold
F,23.0,186.0,75.0,ROU,2016 Summer,Rowing,Bronze
M,24.0,185.0,83.0,HUN,1992 Summer,Boxing,Bronze
M,22.0,171.0,64.0,UKR,2000 Summer,Gymnastics,Bronze
M,22.0,171.0,64.0,UKR,2000 Summer,Gymnastics,Silver
M,24.0,180.0,105.0,RUS,2004 Summer,Weightlifting,Gold
M,24.0,198.0,97.0,RUS,2008 Summer,Volleyball,Bronze
M,28.0,198.0,97.0,RUS,2012 Summer,Volleyball,Gold
F,20.0,167.0,61.0,URS,1976 Summer,Handball,Gold
F,24.0,167.0,61.0,URS,1980 Summer,Handball,Gold
F,20.0,154.0,42.0,RUS,1998 Winter,Figure Skating,Silver
F,24.0,154.0,42.0,RUS,2002 Winter,Figure Skating,Gold
M,20.0,191.0,94.0,FIN,1998 Winter,Ice Hockey,Bronze
M,28.0,191.0,94.0,FIN,2006 Winter,Ice Hockey,Silver
M,26.0,167.0,58.0,FIN,1924 Summer,Athletics,Bronze
M,26.0,167.0,58.0,FIN,1924 Summer,Athletics,Gold
F,21.0,168.0,61.0,USA,1996 Summer,Softball,Gold
F,25.0,168.0,61.0,USA,2000 Summer,Softball,Gold
F,29.0,168.0,61.0,USA,2004 Summer,Softball,Gold
F,33.0,168.0,61.0,USA,2008 Summer,Softball,Silver
F,28.0,173.0,77.0,USA,2008 Summer,Volleyball,Silver
F,32.0,173.0,77.0,USA,2012 Summer,Volleyball,Silver
M,33.0,167.0,60.0,NOR,2016 Summer,Wrestling,Bronze
M,30.0,187.0,92.0,CAN,2012 Summer,Rowing,Silver
F,26.0,171.0,67.0,URS,1976 Summer,Volleyball,Silver
M,20.0,157.0,59.5,USA,1956 Summer,Weightlifting,Gold
M,23.0,157.0,59.5,USA,1960 Summer,Weightlifting,Silver
M,27.0,157.0,59.5,USA,1964 Summer,Weightlifting,Silver
M,24.0,178.0,73.0,TCH,1980 Summer,Football,Gold
M,30.0,189.0,76.0,NOR,2010 Winter,Cross Country Skiing,Silver
M,30.0,185.0,116.0,CAN,1984 Summer,Judo,Bronze
M,22.0,196.0,104.0,FRG,1972 Summer,Rowing,Gold
M,19.0,188.0,82.0,USA,1904 Summer,Boxing,Gold
F,28.0,166.0,56.0,NOR,2010 Winter,Biathlon,Gold
F,32.0,166.0,56.0,NOR,2014 Winter,Biathlon,Gold
F,32.0,166.0,56.0,NOR,2014 Winter,Biathlon,Silver
F,32.0,166.0,56.0,NOR,2014 Winter,Biathlon,Bronze
M,23.0,186.0,76.0,NOR,1968 Summer,Canoeing,Gold
M,27.0,186.0,76.0,NOR,1972 Summer,Canoeing,Bronze
M,24.0,188.0,88.0,CAN,2010 Winter,Ice Hockey,Gold
M,28.0,188.0,88.0,CAN,2014 Winter,Ice Hockey,Gold
M,27.0,183.0,86.0,USA,1988 Summer,Water Polo,Silver
F,19.0,170.0,66.0,SWE,2002 Winter,Ice Hockey,Bronze
M,24.0,177.0,80.0,SWE,1980 Winter,Ice Hockey,Bronze
M,32.0,177.0,80.0,SWE,1988 Winter,Ice Hockey,Bronze
M,29.0,177.0,78.0,SWE,1994 Winter,Ice Hockey,Gold
F,27.0,171.0,64.0,SWE,2016 Summer,Football,Silver
M,25.0,192.0,99.0,SWE,2014 Winter,Ice Hockey,Silver
M,27.0,190.0,84.0,NOR,1976 Summer,Rowing,Silver
M,28.0,183.0,77.0,USA,1998 Winter,Freestyle Skiing,Gold
M,25.0,183.0,83.0,SWE,1988 Winter,Ice Hockey,Bronze
M,31.0,183.0,83.0,SWE,1994 Winter,Ice Hockey,Gold
F,23.0,175.0,59.0,SWE,2000 Summer,Athletics,Bronze
M,28.0,188.0,73.0,NED,2014 Winter,Speed Skating,Bronze
M,28.0,188.0,73.0,NED,2014 Winter,Speed Skating,Gold
F,38.0,162.0,63.0,SWE,2002 Winter,Ice Hockey,Bronze
M,21.0,182.0,75.0,NOR,1960 Summer,Sailing,Gold
M,23.0,198.0,92.0,SCG,1996 Summer,Basketball,Silver
M,24.0,170.0,64.0,UKR,2012 Summer,Boxing,Silver
M,19.0,185.0,72.0,AUS,1984 Summer,Swimming,Silver
F,27.0,183.0,70.0,NED,2008 Summer,Sailing,Silver
F,31.0,183.0,70.0,NED,2012 Summer,Sailing,Bronze
M,27.0,178.0,70.0,HUN,2012 Summer,Gymnastics,Gold
M,21.0,175.0,70.0,USA,1988 Summer,Swimming,Silver
M,21.0,175.0,70.0,USA,1988 Summer,Swimming,Gold
M,25.0,175.0,70.0,USA,1992 Summer,Swimming,Bronze
M,25.0,175.0,70.0,USA,1992 Summer,Swimming,Gold
M,23.0,180.0,80.0,URS,1956 Summer,Rowing,Gold
M,27.0,180.0,80.0,URS,1960 Summer,Rowing,Silver
M,22.0,188.0,95.0,USA,1984 Summer,Judo,Silver
F,21.0,154.0,48.0,CUB,2008 Summer,Judo,Silver
F,25.0,154.0,48.0,CUB,2012 Summer,Judo,Silver
M,20.0,188.0,70.0,USA,1912 Summer,Athletics,Gold
M,27.0,187.0,89.0,BRA,1984 Summer,Volleyball,Silver
M,25.0,196.0,90.0,FRA,2008 Summer,Swimming,Bronze
M,25.0,196.0,90.0,FRA,2008 Summer,Swimming,Gold
M,25.0,196.0,90.0,FRA,2008 Summer,Swimming,Silver
M,29.0,196.0,90.0,FRA,2012 Summer,Swimming,Gold
F,43.0,163.0,55.0,CAN,2010 Winter,Curling,Silver
M,22.0,185.0,77.0,TTO,1964 Summer,Athletics,Bronze
M,27.0,199.0,94.0,ITA,1996 Summer,Volleyball,Silver
M,25.0,185.0,80.0,BRA,1984 Summer,Volleyball,Silver
M,26.0,183.0,72.0,POL,2008 Summer,Rowing,Silver
M,21.0,174.0,73.0,FRG,1976 Winter,Ice Hockey,Bronze
F,20.0,157.0,53.0,CAN,1984 Summer,Diving,Gold
M,25.0,172.0,70.0,FRG,1980 Winter,Biathlon,Bronze
F,33.0,167.0,62.0,NOR,2010 Winter,Freestyle Skiing,Silver
M,33.0,180.0,77.0,DEN,1948 Summer,Sailing,Bronze
M,41.0,180.0,77.0,DEN,1956 Summer,Sailing,Silver
M,49.0,180.0,77.0,DEN,1964 Summer,Sailing,Gold
M,36.0,170.0,70.0,DEN,1948 Summer,Sailing,Bronze
M,48.0,170.0,70.0,DEN,1960 Summer,Sailing,Silver
M,24.0,176.0,68.0,FRA,1968 Summer,Fencing,Gold
M,28.0,176.0,68.0,FRA,1972 Summer,Fencing,Bronze
M,23.0,191.0,94.0,FRA,2008 Summer,Rowing,Bronze
M,21.0,180.0,66.0,ITA,1960 Summer,Athletics,Gold
M,15.0,172.0,71.0,AUS,1960 Summer,Swimming,Silver
M,19.0,172.0,71.0,AUS,1964 Summer,Swimming,Gold
M,19.0,172.0,71.0,AUS,1964 Summer,Swimming,Bronze
M,24.0,178.0,69.0,FRA,1988 Summer,Shooting,Silver
M,28.0,187.0,70.0,ITA,2004 Summer,Rowing,Bronze
M,24.0,170.0,67.0,ITA,1964 Summer,Boxing,Bronze
M,25.0,189.0,83.0,ITA,1984 Summer,Volleyball,Bronze
M,20.0,180.0,79.0,ITA,1936 Summer,Football,Gold
M,23.0,176.0,63.0,FRA,1972 Summer,Athletics,Bronze
M,26.0,184.0,79.0,GDR,1976 Summer,Rowing,Bronze
M,29.0,188.0,86.0,AUS,1976 Summer,Sailing,Bronze
M,28.0,185.0,82.0,USA,1984 Summer,Sailing,Silver
F,37.0,175.0,66.0,SWE,2014 Winter,Curling,Silver
M,22.0,180.0,68.0,USA,1996 Summer,Swimming,Gold
M,27.0,188.0,79.0,USA,1984 Summer,Volleyball,Gold
M,26.0,154.0,50.0,URS,1980 Summer,Rowing,Silver
F,29.0,170.0,58.0,HUN,1976 Summer,Handball,Bronze
F,30.0,177.0,70.0,NED,2008 Summer,Sailing,Silver
F,23.0,190.0,91.0,URS,1980 Summer,Basketball,Gold
F,25.0,166.0,55.0,URS,1976 Summer,Athletics,Bronze
F,27.0,171.0,59.0,ROU,1984 Summer,Athletics,Gold
F,27.0,171.0,59.0,ROU,1984 Summer,Athletics,Silver
M,27.0,165.0,67.0,CMR,1968 Summer,Boxing,Silver
M,27.0,182.0,78.0,RUS,2014 Winter,Cross Country Skiing,Silver
F,22.0,169.0,58.0,FRA,1968 Summer,Athletics,Gold
M,24.0,187.0,75.0,USA,1988 Summer,Equestrianism,Silver
M,24.0,187.0,75.0,USA,1988 Summer,Equestrianism,Silver
M,29.0,178.0,77.0,AUS,1992 Summer,Hockey,Silver
F,24.0,170.0,51.0,URS,1984 Winter,Figure Skating,Silver
F,28.0,170.0,51.0,URS,1988 Winter,Figure Skating,Gold
M,23.0,175.0,75.0,CUB,2004 Summer,Baseball,Gold
M,29.0,174.0,62.0,CUB,1992 Summer,Fencing,Silver
F,37.0,167.0,64.0,CAN,1998 Winter,Curling,Gold
M,22.0,186.0,72.0,FRA,2000 Summer,Rowing,Gold
M,28.0,172.0,93.0,SWE,1972 Summer,Weightlifting,Bronze
M,21.0,184.0,76.0,FRA,1988 Summer,Canoeing,Bronze
M,30.0,169.0,58.0,ITA,2004 Summer,Cycling,Gold
F,25.0,170.0,66.0,NED,2016 Summer,Rowing,Silver
F,17.0,174.0,70.0,NED,1964 Summer,Swimming,Bronze
F,23.0,169.0,62.0,CAN,2016 Summer,Cycling,Bronze
F,36.0,165.0,66.0,AUS,2008 Summer,Basketball,Silver
M,21.0,192.0,80.0,NZL,2008 Summer,Cycling,Bronze
M,25.0,192.0,80.0,NZL,2012 Summer,Cycling,Bronze
M,23.0,189.0,96.0,GDR,1980 Summer,Handball,Gold
M,20.0,195.0,135.0,GDR,1976 Summer,Athletics,Gold
M,24.0,195.0,135.0,GDR,1980 Summer,Athletics,Bronze
M,19.0,191.0,108.0,GER,1964 Summer,Athletics,Bronze
F,28.0,157.0,55.0,USA,2012 Summer,Shooting,Gold
F,19.0,170.0,60.0,FRG,1984 Summer,Swimming,Bronze
F,19.0,170.0,60.0,FRG,1984 Summer,Swimming,Silver
M,26.0,175.0,75.0,TUR,1996 Summer,Boxing,Silver
M,21.0,197.0,88.0,YUG,1988 Summer,Water Polo,Gold
M,22.0,178.0,70.0,URS,1980 Summer,Football,Bronze
F,20.0,174.0,49.0,UKR,2004 Summer,Rhythmic Gymnastics,Bronze
F,24.0,174.0,49.0,UKR,2008 Summer,Rhythmic Gymnastics,Bronze
F,25.0,147.0,43.0,USA,2004 Summer,Gymnastics,Silver
M,29.0,174.0,68.0,IND,1980 Summer,Hockey,Gold
M,28.0,178.0,72.0,GBR,1984 Summer,Hockey,Bronze
M,32.0,178.0,72.0,GBR,1988 Summer,Hockey,Gold
M,27.0,169.0,54.0,USA,2008 Summer,Gymnastics,Bronze
F,14.0,142.0,35.0,CHN,1996 Summer,Gymnastics,Silver
M,22.0,169.0,70.0,ITA,1936 Summer,Football,Gold
M,27.0,173.0,66.0,URS,1972 Winter,Biathlon,Gold
M,31.0,173.0,66.0,URS,1976 Winter,Biathlon,Gold
F,22.0,158.0,46.0,ITA,1992 Summer,Fencing,Gold
F,30.0,158.0,46.0,ITA,2000 Summer,Fencing,Gold
M,21.0,173.0,70.0,ITA,1960 Summer,Cycling,Gold
M,25.0,173.0,70.0,ITA,1964 Summer,Cycling,Silver
M,25.0,173.0,70.0,ITA,1964 Summer,Cycling,Gold
M,22.0,182.0,82.0,SUI,1952 Summer,Rowing,Silver
F,23.0,165.0,52.0,USA,1996 Summer,Synchronized Swimming,Gold
F,27.0,176.0,76.0,ITA,2016 Summer,Water Polo,Silver
M,22.0,185.0,91.0,POL,1992 Summer,Canoeing,Bronze
M,30.0,185.0,91.0,POL,2000 Summer,Canoeing,Bronze
M,25.0,185.0,78.0,FRA,1984 Summer,Football,Gold
M,25.0,176.0,86.0,GBR,2016 Summer,Rugby Sevens,Silver
M,27.0,194.0,95.0,CRO,2012 Summer,Handball,Bronze
F,21.0,184.0,84.0,BLR,2004 Summer,Rowing,Bronze
F,25.0,184.0,84.0,BLR,2008 Summer,Rowing,Bronze
F,33.0,172.0,62.0,SUI,2002 Winter,Curling,Silver
F,30.0,174.0,65.0,MAR,2000 Summer,Athletics,Bronze
F,42.0,171.0,72.0,DEN,1998 Winter,Curling,Silver
M,24.0,174.0,72.0,NOR,1912 Summer,Athletics,Gold
F,19.0,159.0,56.0,GER,1960 Winter,Alpine Skiing,Gold
F,20.0,163.0,60.0,GER,1960 Summer,Athletics,Silver
M,22.0,176.0,73.0,GER,2004 Summer,Hockey,Bronze
M,26.0,176.0,73.0,GER,2008 Summer,Hockey,Gold
M,24.0,180.0,70.0,AUT,2002 Winter,Nordic Combined,Bronze
M,28.0,180.0,70.0,AUT,2006 Winter,Nordic Combined,Gold
M,36.0,180.0,70.0,AUT,2014 Winter,Nordic Combined,Bronze
M,29.0,178.0,67.0,URS,1964 Summer,Athletics,Bronze
M,28.0,165.0,83.0,URS,1968 Summer,Weightlifting,Silver
M,23.0,194.0,110.0,URS,1968 Summer,Volleyball,Gold
M,21.0,214.0,117.0,URS,1980 Summer,Basketball,Bronze
M,29.0,214.0,117.0,URS,1988 Summer,Basketball,Gold
M,28.0,192.0,95.0,FRG,1972 Summer,Rowing,Gold
M,23.0,187.0,103.0,POL,1980 Summer,Wrestling,Silver
M,22.0,189.0,86.0,FIN,1984 Summer,Shooting,Bronze
F,25.0,173.0,66.0,CAN,1996 Summer,Rowing,Bronze
F,29.0,173.0,66.0,CAN,2000 Summer,Rowing,Bronze
M,24.0,184.0,79.0,USA,1952 Summer,Athletics,Gold
M,23.0,195.0,99.0,USA,1984 Summer,Boxing,Gold
F,24.0,173.0,61.0,GBR,1964 Summer,Athletics,Bronze
F,24.0,173.0,61.0,GBR,1964 Summer,Athletics,Gold
F,24.0,173.0,61.0,GBR,1964 Summer,Athletics,Silver
F,40.0,173.0,75.0,GBR,2016 Summer,Equestrianism,Silver
M,25.0,201.0,85.0,CRO,2016 Summer,Water Polo,Silver
M,23.0,180.0,73.0,FRA,1984 Summer,Football,Gold
F,22.0,167.0,57.0,TUR,2000 Summer,Taekwondo,Bronze
M,28.0,177.0,57.0,ETH,1960 Summer,Athletics,Gold
M,32.0,177.0,57.0,ETH,1964 Summer,Athletics,Gold
M,19.0,168.0,75.0,BUL,1972 Summer,Weightlifting,Gold
M,32.0,198.0,99.0,FRA,2000 Summer,Basketball,Silver
F,15.0,153.0,43.0,USA,1984 Summer,Gymnastics,Silver
F,19.0,143.0,47.0,USA,2016 Summer,Gymnastics,Gold
F,19.0,143.0,47.0,USA,2016 Summer,Gymnastics,Gold
F,19.0,143.0,47.0,USA,2016 Summer,Gymnastics,Gold
F,19.0,143.0,47.0,USA,2016 Summer,Gymnastics,Gold
F,19.0,143.0,47.0,USA,2016 Summer,Gymnastics,Bronze
M,20.0,171.0,60.0,IND,1972 Summer,Hockey,Bronze
M,30.0,183.0,109.0,USA,1988 Summer,Sailing,Silver
M,21.0,170.0,53.0,CAN,1960 Summer,Rowing,Silver
M,22.0,173.0,76.0,CAN,2010 Winter,Freestyle Skiing,Gold
M,26.0,173.0,76.0,CAN,2014 Winter,Freestyle Skiing,Gold
M,22.0,201.0,100.0,UKR,2004 Summer,Rowing,Bronze
M,21.0,169.0,70.0,URS,1988 Summer,Gymnastics,Bronze
M,21.0,169.0,70.0,URS,1988 Summer,Gymnastics,Gold
M,21.0,169.0,70.0,URS,1988 Summer,Gymnastics,Gold
M,21.0,169.0,70.0,URS,1988 Summer,Gymnastics,Gold
F,20.0,168.0,64.0,URS,1964 Summer,Volleyball,Silver
M,24.0,180.0,86.0,URS,1980 Winter,Ice Hockey,Silver
M,28.0,180.0,86.0,URS,1984 Winter,Ice Hockey,Gold
M,25.0,178.0,87.0,BUL,1960 Summer,Wrestling,Silver
M,29.0,169.0,69.0,GRE,2004 Summer,Diving,Gold
F,19.0,174.0,70.0,NED,1964 Summer,Swimming,Silver
F,26.0,163.0,47.0,IOA,1992 Summer,Shooting,Bronze
M,25.0,173.0,70.0,IND,2008 Summer,Shooting,Gold
M,22.0,183.0,75.0,GBR,2008 Summer,Athletics,Bronze
M,18.0,200.0,95.0,USA,1984 Summer,Swimming,Gold
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Gold
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Gold
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Bronze
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Gold
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Gold
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Silver
M,22.0,200.0,95.0,USA,1988 Summer,Swimming,Gold
M,26.0,200.0,95.0,USA,1992 Summer,Swimming,Silver
M,26.0,200.0,95.0,USA,1992 Summer,Swimming,Gold
M,26.0,200.0,95.0,USA,1992 Summer,Swimming,Gold
M,23.0,173.0,77.0,FRA,1924 Summer,Rugby,Silver
M,20.0,196.0,96.0,BRA,1964 Summer,Basketball,Bronze
M,31.0,202.0,95.0,ITA,2012 Summer,Volleyball,Bronze
M,35.0,202.0,95.0,ITA,2016 Summer,Volleyball,Silver
M,26.0,210.0,104.0,SRB,2016 Summer,Basketball,Silver
M,42.0,172.0,70.0,DEN,1968 Summer,Sailing,Silver
M,21.0,167.0,50.0,NZL,1988 Summer,Rowing,Bronze
M,35.0,205.0,100.0,USA,1992 Summer,Basketball,Gold
F,23.0,175.0,66.0,USA,2004 Summer,Basketball,Gold
F,27.0,175.0,66.0,USA,2008 Summer,Basketball,Gold
F,31.0,175.0,66.0,USA,2012 Summer,Basketball,Gold
F,35.0,175.0,66.0,USA,2016 Summer,Basketball,Gold
M,24.0,187.0,72.0,AUS,2016 Summer,Athletics,Bronze
M,20.0,172.0,62.0,KEN,1992 Summer,Athletics,Gold
M,23.0,182.0,75.0,POL,1928 Summer,Rowing,Bronze
M,21.0,187.0,87.0,ROU,1980 Summer,Canoeing,Bronze
M,29.0,171.0,68.0,AUS,1992 Summer,Hockey,Silver
M,24.0,196.0,102.0,HUN,2000 Summer,Water Polo,Gold
M,28.0,196.0,102.0,HUN,2004 Summer,Water Polo,Gold
M,32.0,196.0,102.0,HUN,2008 Summer,Water Polo,Gold
M,23.0,194.0,96.0,ROU,1972 Summer,Handball,Bronze
M,27.0,194.0,96.0,ROU,1976 Summer,Handball,Silver
M,31.0,194.0,96.0,ROU,1980 Summer,Handball,Bronze
F,18.0,168.0,47.0,RUS,2016 Summer,Rhythmic Gymnastics,Gold
M,21.0,183.0,81.0,GDR,1976 Summer,Canoeing,Bronze
F,22.0,174.0,65.0,GDR,1980 Summer,Canoeing,Gold
M,28.0,180.0,81.0,GER,2008 Summer,Judo,Gold
